Spring,2014,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,2,Lect,32,58,0.55,15.6,4.38,4.31,4.41,4,4.41,4.38,3.72,4.25,4.38
Fall,2014,GANGER G.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,78,137,0.57,15.26,4.42,4.32,4.41,4.14,4.44,4.28,4.57,4.36,4.44
Fall,2014,OHALLARON D.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,78,137,0.57,15.12,4.42,4.34,4.41,4.18,4.37,4.36,4.55,4.22,4.43
Fall,2014,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,2,Lect,41,76,0.54,14.65,4.59,4.34,4.35,4.02,4.63,4.32,4,4.22,4.56
Fall,2014,KHALED HARRAS,CS,15213,INTR CMPUTER SYSTEMS,3,Lect,20,29,0.69,17.65,4.75,4.7,4.9,4.1,4.7,4.7,4.3,4.55,4.65
Summer,2013,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,M,Lect,11,30,0.37,19.18,4.64,4.55,4.45,4.18,4.36,4.55,4.18,4.4,4.36
Summer,2013,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,W,Lect,1,4,0.25,24,5,5,5,5,5,5,5,5,5
Spring,2013,GOLDSTEIN S.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,43,111,0.39,15.4,4.31,4.48,4.5,3.93,4.52,4.36,4.48,4.31,4.38
Spring,2013,ROWE A.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,43,111,0.39,15.08,4.4,4.45,4.5,4.03,4.43,4.45,4.58,4.35,4.3
Spring,2013,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,2,Lect,48,77,0.62,16.26,4.23,4.1,4.21,4,4.25,4.15,4.02,4.04,4.33
Fall,2013,KESDEN G.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,72,126,0.57,15.35,4.51,4.58,4.58,4.17,4.66,4.53,4.21,4.42,4.62
Fall,2013,Bryant R.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,72,126,0.57,14.89,4.53,4.63,4.6,4.38,4.68,4.54,4.68,4.4,4.68
